Адрес;Построен;Степень износа;Дата ремонта, гг;Долгота;Широта
Норильская, 11;2001 г.;7;2021-2023;56.194661;57.969389
Карпинского, 109;2001 г.;5;2021-2023;56.200221;57.963918
Толмачева, 17;2001 г.;5;2021-2023;56.200545;58.006888
Шоссе Космонавтов, 173б;2001 г.;;2021-2023;56.172957;57.979049
Пушкарская, 90;2001 г.;;2021-2023;56.298039;58.003808
Революции, 3/6;2001 г.;;2021-2023;56.276641;58.007756
Краснофлотская, 40а;2001 г.;;2021-2023;56.245227;57.994111
Малкова, 28;2001 г.;;2021-2023;56.193358;57.999525
Советской Армии, 37;2001 г.;;2021-2023;56.203195;57.978700
Газеты Звезда, 46;2001 г.;;2021-2023;56.254282;58.001542
Шоссе Космонавтов, 173а;2002 г.;21;2021-2023;56.174466;57.979407
Карпинского, 17;2002 г.;11;2021-2023;56.218322;57.987433
Милиционера Власова, 4;2002 г.;3;2021-2023;56.156913;57.967412
Норильская, 9;2002 г.;;2021-2023;56.196089;57.968973
Сибирская, 65а;2002 г.;;2021-2023;56.258064;57.999754
Маршала Рыбалко, 12а;2002 г.;;2021-2023;55.942530;57.998667
Революции, 8/2;2002 г.;;2021-2023;56.271691;58.005219
Красноводская, 18;2002 г.;;2021-2023;56.082434;58.046497
Маршала Рыбалко, 43;2003 г.;70;2021-2023;55.952448;58.006450
Кировоградская, 48;2003 г.;33;2021-2023;55.961206;58.001767
Маршала Рыбалко, 99б;2003 г.;11;2021-2023;55.972346;58.013268
Шишкина, 14а;2003 г.;1;2021-2023;55.961476;58.007356
Краснова, 30;2003 г.;;2021-2023;56.243017;58.004752
Докучаева, 38;2003 г.;;2021-2023;56.139890;58.036207
Краснова, 32;2003 г.;;2021-2023;56.242092;58.004866
Революции, 5/1;2003 г.;;2021-2023;56.273730;58.006583
Веденеева, 16;2003 г.;;2021-2023;56.367011;58.111991
Тимирязева, 24;2003 г.;;2021-2023;56.266418;58.004218
Декабристов, 43;2003 г.;;2021-2023;56.195361;57.973503
Советской Армии, 51;2004 г.;8;2021-2023;56.207812;57.974811
Сибирская, 48/2;2004 г.;;2021-2023;56.258800;58.002239
Мира, 10а;2004 г.;;2021-2023;56.205961;57.984508
Глеба Успенского, 16;2004 г.;;2021-2023;56.240834;57.998118
Николая Островского, 69;2004 г.;;2021-2023;56.266463;58.003965
Советской Армии, 6;2004 г.;;2021-2023;56.192163;57.987285
Кировоградская, 68;2004 г.;;2021-2023;55.965779;58.003712
Качалова, 10;2004 г.;;2021-2023;56.169508;57.977775
Чайковского, 17;2004 г.;;2021-2023;56.203069;57.985424
Маршала Рыбалко, 43а;2004 г.;;2021-2023;55.951945;58.006855
Плеханова, 70а;2004 г.;;2021-2023;56.209609;57.995313
Кировоградская, 68/2;2004 г.;;2021-2023;55.965779;58.003712
Академика Вавилова, 11;2004 г.;;2021-2023;56.195819;57.993944
Екатерининская, 141;2004 г.;;2021-2023;56.216885;58.004461
Максима Горького, 77а;2004 г.;;2021-2023;56.262708;58.003584
Карпинского, 120;2005 г.;33;2021-2023;56.200742;57.967589
Кировоградская, 66;2005 г.;15;2021-2023;55.964647;58.003436
Якуба Коласа, 11;2005 г.;5;2021-2023;56.203087;58.007980
Гашкова, 12;2005 г.;3;2021-2023;56.354462;58.066606
Плеханова, 66;2005 г.;;2021-2023;56.208899;57.997350
Адмирала Макарова, 22а;2005 г.;;2021-2023;56.029065;58.031671
Адмирала Ушакова, 20а;2005 г.;;2021-2023;56.029730;58.035378
Комбайнеров, 39;2005 г.;;2021-2023;56.184303;57.975765
Революции, 16;2005 г.;;2021-2023;56.267074;58.005558
Норильская, 13/1;2005 г.;;2021-2023;56.192927;57.969131
Норильская, 15;2005 г.;;2021-2023;56.191597;57.969642
25 Октября, 72;2005 г.;;2021-2023;56.261738;58.001790
Декабристов, 23;2005 г.;;2021-2023;56.202440;57.975393
Тимирязева, 26;2005 г.;;2021-2023;56.265412;58.004318
Комсомольский, 70а;2006 г.;35;2021-2023;56.254399;57.996706
Транспортная, 15;2006 г.;11;2021-2023;56.135767;58.035044
Транспортная, 13;2006 г.;11;2021-2023;56.136746;58.034625
Транспортная, 17;2006 г.;5;2021-2023;56.134923;58.035402
Шоссе Космонавтов, 166;2006 г.;;2021-2023;56.145756;57.966968
Шоссе Космонавтов, 166а;2006 г.;;2021-2023;56.145101;57.968415
Нижнекурьинская, 4;2006 г.;;2021-2023;56.017423;58.023731
Мира, 11;2006 г.;;2021-2023;56.198173;57.981106
Газеты Звезда, 58;2006 г.;;2021-2023;56.256204;57.999091
Танцорова, 25;2006 г.;;2021-2023;56.020702;58.026348
Связистов, 5;2006 г.;;2021-2023;56.228267;57.996711
Кировоградская, 6;2006 г.;;2021-2023;55.944201;57.993434
Кировоградская, 52;2006 г.;;2021-2023;55.962446;58.002396
Василия Каменского, 10а;2006 г.;;2021-2023;56.174053;57.999153
Подлесная, 3а;2006 г.;;2021-2023;56.140429;57.994202
Краснофлотская, 31;2006 г.;;2021-2023;56.241535;57.994188
Горняков, 6;2006 г.;;2021-2023;56.229345;57.996616
Автозаводская, 44а;2006 г.;;2021-2023;55.949331;58.006688
Сокольская, 18;2006 г.;;2021-2023;56.025750;58.036726
Встречная, 35а;2006 г.;;2021-2023;56.128545;57.969737
Каляева, 20;2007 г.;32;2021-2023;56.018231;58.029226
Карпинского, 35;2007 г.;15;2021-2023;56.217478;57.983029
Стахановская, 45б;2007 г.;7;2021-2023;56.207165;57.987080
Менжинского, 34;2007 г.;;2021-2023;56.380594;58.119674
Сибирская, 46 н/с;2007 г.;;2021-2023;56.257839;58.004084
Шоссе Космонавтов, 166в;2007 г.;;2021-2023;56.144103;57.967560
Шоссе Космонавтов, 166г;2007 г.;;2021-2023;56.144256;57.968343
Шоссе Космонавтов, 166б;2007 г.;;2021-2023;56.145029;57.967790
Шоссе Космонавтов, 141;2007 г.;;2021-2023;56.183935;57.984207
Мира, 8б;2007 г.;;2021-2023;56.204695;57.985052
Иньвенская, 17;2007 г.;;2021-2023;56.359474;58.064197
Вильвенская, 6;2007 г.;;2021-2023;56.228320;57.998137
Камчатовская, 20;2007 г.;;2021-2023;56.235444;57.999778
Генерала Черняховского, 45;2008 г.;70;2021-2023;56.403923;58.083677
Менжинского, 32;2008 г.;5;2021-2023;56.378743;58.119783
Николая Островского, 64а;2008 г.;3;2021-2023;56.268852;58.004666
Рабоче-крестьянская, 25;2008 г.;;2021-2023;56.270317;58.004695
Звонарева, 2/1;2008 г.;;2021-2023;56.308073;58.001223
Старцева, 17а;2008 г.;;2021-2023;56.312241;58.000694
Пономарева, 77а;2008 г.;;2021-2023;56.306905;58.002325
Краснова, 34;2008 г.;;2021-2023;56.241175;58.004967
Транспортная, 11;2008 г.;;2021-2023;56.137402;58.033996
Советской Армии, 72/1;2008 г.;;2021-2023;56.205072;57.974305
Николая Островского, 119;2008 г.;;2021-2023;56.271188;57.994421
Холмогорская, 46;2008 г.;;2021-2023;56.301641;57.984465
Транспортная, 9;2008 г.;;2021-2023;56.139405;58.033648
Камчатовская, 18;2008 г.;;2021-2023;56.236917;57.999539
Декабристов, 2;2008 г.;;2021-2023;56.214172;57.980920
Мира, 70в;2008 г.;;2021-2023;56.186207;57.980848
Адмирала Ушакова, 32;2008 г.;;2021-2023;56.014620;58.032805
Адмирала Макарова, 25;2008 г.;;2021-2023;56.027637;58.032686
Транспортная, 11а;2008 г.;;2021-2023;56.138067;58.034339
Куфонина, 30;2008 г.;;2021-2023;56.135641;57.992117
Макаренко, 23;2009 г.;5;2021-2023;56.302881;58.010069
Костычева, 44;2009 г.;5;2021-2023;56.139836;58.034501
Делегатская, 45;2009 г.;;2021-2023;56.401318;58.134263
Пономарева, 75;2009 г.;;2021-2023;56.306824;58.002859
Запорожская, 1/1 н/с;2009 г.;;2021-2023;56.291301;57.986435
Клары Цеткин, 9 н/с;2009 г.;;2021-2023;56.246242;57.987118
Краснофлотская, 33 н/с;2009 г.;;2021-2023;56.242298;57.994145
Космонавтов, 217;2009 г.;;2021-2023;56.152970;57.969312
Космонавтов, 213;2009 г.;;2021-2023;56.153877;57.970224
Сочинская, 2;2009 г.;;2021-2023;56.126389;58.037336
Юрша, 84;2010 г.;;2021-2023;56.305090;58.001972
Чернышевского, 15а н/с;2010 г.;;2021-2023;56.267191;57.996492
Советской Армии, 72/2;2010 г.;;2021-2023;56.205584;57.973885
Ивана Франко, 42;2010 г.;;2021-2023;56.356267;58.062812
Танкистов, 9;2010 г.;;2021-2023;56.214711;57.989226
Космонавтов, 215;2010 г.;;2021-2023;56.153419;57.969823
Докучаева, 42;2010 г.;;2021-2023;56.143394;58.035950
Костычева, 31;2010 г.;;2021-2023;56.130045;58.038346
Куфонина, 32;2010 г.;;2021-2023;56.135533;57.991492
Малкова, 24а;2011 г.;24;2021-2023;56.195343;57.998347
Куфонина, 7;2011 г.;5;2021-2023;56.134941;57.998900
Куфонина, 9;2011 г.;5;2021-2023;56.136584;57.998490
Юрша, 82;2011 г.;;2021-2023;56.305576;58.002444
Челюскинцев, 23;2011 г.;;2021-2023;56.231294;57.986111
Докучаева, 42а;2011 г.;;2021-2023;56.141579;58.036183
Советской Армии, 72/3;2011 г.;;2021-2023;56.205351;57.973508
Революции, 21;2011 г.;;2021-2023;56.254929;58.005539
Мира, 136;2011 г.;;2021-2023;56.154416;57.969532
Докучаева, 40б;2011 г.;;2021-2023;56.141175;58.034839
Красноводская, 27;2011 г.;;2021-2023;56.083189;58.048931
Генерала Черняховского, 57;2011 г.;;2021-2023;56.411747;58.085495
Восстания, 71;2011 г.;;2021-2023;56.323955;58.033848
Веры Фигнер, 2;2011 г.;;2021-2023;56.287492;58.025638
Писарева, 56г;2012 г.;;2021-2023;56.305414;58.115272
Юрша, 80;2012 г.;;2021-2023;56.306061;58.002935
Делегатская, 37;2012 г.;;2021-2023;56.399782;58.135627
Чернышевского, 15в;2012 г.;;2021-2023;56.271233;57.996835
Писарева, 56б;2012 г.;;2021-2023;56.304381;58.114996
Механошина, 17/1, 17;2012 г.;;2021-2023;56.235255;58.000665
Николая Островского, 99;2012 г.;;2021-2023;56.270371;57.999945
Рабочая, 7;2012 г.;;2021-2023;56.199134;57.993816
Краснофлотская, 28;2012 г.;;2021-2023;56.240088;57.997136
Ипподромная-1я, 5;2012 г.;;2021-2023;56.144472;57.969021
Грачева, 19;2012 г.;;2021-2023;56.306007;58.029302
Веры Фигнер, 6;2012 г.;;2021-2023;56.286729;58.025857
Уинская, 17;2013 г.;;2021-2023;56.310031;58.005558
Парковый, 45г;2013 г.;;2021-2023;56.177449;57.998519
Спартаковская, 7;2013 г.;;2021-2023;56.225850;57.986941
Луначарского, 66;2013 г.;;2021-2023;56.234797;58.006392
Анри Барбюса, 51;2013 г.;;2021-2023;56.305243;58.029850
Льва Толстого, 2;2013 г.;;2021-2023;56.224565;57.986913
Портовая, 23;;70;2021-2023;56.307471;58.168405
Двинская, 10;;53;2021-2023;56.316634;58.113004
Карпинского, 103;;44;2021-2023;56.201290;57.965097
Карпинского, 81;;44;2021-2023;56.214819;57.975169
Карпинского, 101;;44;2021-2023;56.201623;57.965598
Парковый, 6;;43;2021-2023;56.140088;57.996468
Крисанова, 75;;37;2021-2023;56.216014;57.996992
Хабаровская, 137;;36;2021-2023;56.096205;58.051693
Пожарского, 12/2;;33;2021-2023;56.152718;57.994999
Гашкова, 29б;;32;2021-2023;56.353321;58.060360
Парковый, 40а;;30;2021-2023;56.160830;57.997116
Стахановская, 53;;30;2021-2023;56.204102;57.987547
Декабристов, 29;;30;2021-2023;56.200985;57.975350
Генерала Панфилова, 8;;25;2021-2023;55.835945;58.027010
Карпинского, 57а;;25;2021-2023;56.218852;57.980614
Барамзиной, 42/2;;25;2021-2023;56.177521;58.002158
Подводников, 11;;23;2021-2023;56.210893;57.976725
Парковый, 15б;;20;2021-2023;56.153311;57.998700
Парковый, 25г;;16;2021-2023;56.160516;57.998767
Е. Пермяка, 1а;;15;2021-2023;56.351812;58.055431
Строителей, 8;;15;2021-2023;56.138552;57.999186
И.Франко, 45;;12;2021-2023;56.357130;58.063845
Стахановская, 31;;11;2021-2023;56.210767;57.986679
Адмирала Ушакова, 26;;11;2021-2023;56.025292;58.034639
Ракитная, 17;;1;2021-2023;56.394760;58.084543
Бушмакина, 21;;1;2021-2023;56.395021;58.084653
Свиязева, 40/2;;;2021-2023;56.174314;57.961598
Еловский-1й, 24;;;2021-2023;56.362259;58.079204
Адмирала Ушакова, 55;;;2021-2023;56.004011;58.027892
Генерала Черняховского, 53;;;2021-2023;56.409942;58.083744
Советской Армии, 27в;;;2021-2023;56.200670;57.983830
Ольховская, 38;;;2021-2023;56.379264;58.092393
Сивкова, 1;;;2021-2023;56.222922;57.982547
Чердынская, 22а;;;2021-2023;56.188229;57.967140
Сивкова, 2;;;2021-2023;56.222383;57.983305
Мира, 45;;;2021-2023;56.183459;57.976830
Снайперов, 1;;;2021-2023;56.207471;57.986507
Барамзиной, 42/1;;;2021-2023;56.176640;58.001304
Адмирала Нахимова, 26;;;2021-2023;55.947741;58.004757
Героев Хасана, 155;;;2021-2023;56.274566;57.945131
Генерала Панфилова, 2;;;2021-2023;55.827753;58.027596
Генерала Панфилова, 10;;;2021-2023;55.838128;58.026629
Генерала Панфилова, 14 (под.1-3);;;2021-2023;55.841479;58.026572
Мира, 74;;;2021-2023;56.185453;57.978405
Газеты Звезда, 27;;;2021-2023;56.245568;58.009563
Газеты Звезда, 8;;;2021-2023;56.239981;58.016252
Газеты Звезда, 30;;;2021-2023;56.246341;58.009725
Ленина, 98;;;2021-2023;56.202521;58.004685
Луначарского, 131;;;2021-2023;56.214352;58.002434
Луначарского, 128;;;2021-2023;56.214298;58.003112
Братская, 14;;;2021-2023;56.290448;57.980285
Снайперов, 1а;;;2021-2023;56.206330;57.986731
Красноармейская, 31;;;2021-2023;56.260992;58.001390
Революции, 7;;;2021-2023;56.270721;58.006292
Свиязева, 12;;;2021-2023;56.192235;57.965622
Свиязева, 46/2;;;2021-2023;56.172697;57.961469
Свиязева, 40/3;;;2021-2023;56.173829;57.961870
Свиязева, 46/3;;;2021-2023;56.172104;57.961803
Свиязева, 50/2;;;2021-2023;56.170738;57.961583
Екатерининская, 167;;;2021-2023;56.210866;58.002592
Вильвенская, 15;;;2021-2023;56.232120;57.994064
Вильвенская, 9;;;2021-2023;56.230144;57.996725
Пятая Каховская, 10;;;2021-2023;56.003301;58.023297
Буксирная, 8;;;2021-2023;56.038093;58.037498
Сивкова, 3;;;2021-2023;56.220029;57.981788
Свиязева, 58;;;2021-2023;56.165196;57.961325
Семченко, 6;;;2021-2023;56.196574;57.979827
Самолетная, 34;;;2021-2023;56.223523;57.981974
Екатерининская, 171;;;2021-2023;56.209743;58.002821
Милиционера Власова, 29а;;;2021-2023;56.168457;57.966658
Луначарского, 132;;;2021-2023;56.212771;58.002811
Барамзиной, 42;;;2021-2023;56.178572;58.002196
Крисанова, 77;;;2021-2023;56.217181;57.996973
Коспашская, 12;;;2021-2023;56.293224;58.098363
Парковый, 34;;;2021-2023;56.155081;57.997837
Адмирала Ушакова, 10;;;2021-2023;56.035219;58.034620
Байкальская, 20;;;2021-2023;56.025418;58.032457
Советской Армии, 27б;;;2021-2023;56.200015;57.984040
Снайперов, 3;;;2021-2023;56.207560;57.985863
Кошевого, 31;;;2021-2023;56.190825;57.973217
Екатерининская, 169;;;2021-2023;56.209851;58.003164
Академика Вавилова, 11а;;;2021-2023;56.195837;57.994364
Екатерининская, 165;;;2021-2023;56.211944;58.003584
Карпинского, 107;1999 г.;;2021-2023;56.200239;57.964753
Плеханова, 3;1929 г.;54;2021-2023;56.202458;58.010441
Монастырская, 171 общ.;1939 г.;45;2021-2023;56.199511;58.009015
Ленина, 69;1942 г.;54;2021-2023;56.206806;58.005944
Монастырская, 177;1949 г.;41;2021-2023;56.196834;58.008791
Ленина, 65;1950 г.;47;2021-2023;56.208369;58.006211
Монастырская, 171;1955 г.;39;2021-2023;56.199511;58.009015
Весенняя, 19;1958 г.;39;2021-2023;56.230414;57.960308
Пушкарская, 130;1959 г.;45;2021-2023;56.300743;58.000159
Маршала Толбухина, 2/3;1959 г.;31;2021-2023;56.304830;58.104764
Пушкарская, 134;1959 г.;31;2021-2023;56.301740;57.999120
Пушкарская, 128;1959 г.;29;2021-2023;56.300446;58.000560
Писарева, 7;1960 г.;42;2021-2023;56.305917;58.105173
Звонарева, 45;1960 г.;41;2021-2023;56.302737;57.999167
Плеханова, 13;1960 г.;33;2021-2023;56.203392;58.009086
